Name,Preparation Method,Preparation Time (Minutes),Country,Category,Ingredients,Rating,Ingredient Count,Cost Price (EGP),Selling Price (EGP)
Paella 933,"Cook rice with saffron, seafood, and vegetables.",59,USA,Breakfast,"Rice, Saffron, Seafood, Bell Peppers",4.6,4,48,59
Paella 391,"Cook rice with saffron, seafood, and vegetables.",61,Middle East,Breakfast,"Rice, Saffron, Seafood, Bell Peppers",4.0,4,31,96
Hamburger 531,"Grill beef patty, add toppings and sandwich in bun.",139,Turkey,Appetizer,"Beef Patty, Bun, Lettuce, Tomato, Cheese",3.5,5,55,50
Pasta 477,Cook pasta with sauce and mix ingredients.,129,Turkey,Appetizer,"Pasta, Tomato Sauce, Cheese, Olive Oil",4.4,4,65,85
Pancake 516,"Mix batter, cook on griddle, and serve with syrup.",51,Spain,Appetizer,"Flour, Eggs, Milk, Syrup",4.2,4,40,86
Baklava 445,Layer phyllo dough with nuts and syrup.,66,Middle East,Snack,"Phyllo Dough, Honey, Nuts, Cinnamon",3.6,4,31,76
Paella 643,"Cook rice with saffron, seafood, and vegetables.",99,Middle East,Breakfast,"Rice, Saffron, Seafood, Bell Peppers",4.7,4,25,54
Croissant 390,"Prepare layered dough with butter, shape, and bake.",129,Mexico,Soup,"Flour, Butter, Milk, Yeast",3.6,4,30,40
Paella 403,"Cook rice with saffron, seafood, and vegetables.",172,Mexico,Appetizer,"Rice, Saffron, Seafood, Bell Peppers",4.8,4,66,83
Pasta 324,Cook pasta with sauce and mix ingredients.,40,Mexico,Snack,"Pasta, Tomato Sauce, Cheese, Olive Oil",4.9,4,45,100
Pasta 314,Cook pasta with sauce and mix ingredients.,139,Japan,Appetizer,"Pasta, Tomato Sauce, Cheese, Olive Oil",4.3,4,21,116
Curry 986,Simmer protein or vegetables in spiced sauce.,119,Spain,Dessert,"Chicken, Coconut Milk, Spices, Onions",3.7,4,96,126
Paella 389,"Cook rice with saffron, seafood, and vegetables.",176,Italy,Dessert,"Rice, Saffron, Seafood, Bell Peppers",4.7,4,90,189
Curry 82,Simmer protein or vegetables in spiced sauce.,137,Thailand,Breakfast,"Chicken, Coconut Milk, Spices, Onions",4.4,4,53,65
Curry 105,Simmer protein or vegetables in spiced sauce.,154,France,Snack,"Chicken, Coconut Milk, Spices, Onions",4.6,4,42,86
Paella 728,"Cook rice with saffron, seafood, and vegetables.",69,Thailand,Breakfast,"Rice, Saffron, Seafood, Bell Peppers",4.2,4,30,50
Curry 757,Simmer protein or vegetables in spiced sauce.,54,China,Appetizer,"Chicken, Coconut Milk, Spices, Onions",4.8,4,39,69
Hamburger 196,"Grill beef patty, add toppings and sandwich in bun.",10,Spain,Main Course,"Beef Patty, Bun, Lettuce, Tomato, Cheese",3.3,5,61,50
Pancake 235,"Mix batter, cook on griddle, and serve with syrup.",100,Italy,Appetizer,"Flour, Eggs, Milk, Syrup",4.7,4,69,94
Falafel 17,Blend chickpeas and fry into balls.,91,Middle East,Snack,"Chickpeas, Garlic, Parsley, Spices",3.8,4,39,84
Falafel 341,Blend chickpeas and fry into balls.,23,Italy,Appetizer,"Chickpeas, Garlic, Parsley, Spices",3.0,4,59,120
Pasta 714,Cook pasta with sauce and mix ingredients.,16,Turkey,Soup,"Pasta, Tomato Sauce, Cheese, Olive Oil",3.6,4,39,72
Falafel 868,Blend chickpeas and fry into balls.,43,Spain,Breakfast,"Chickpeas, Garlic, Parsley, Spices",4.6,4,26,78
Hamburger 626,"Grill beef patty, add toppings and sandwich in bun.",35,France,Main Course,"Beef Patty, Bun, Lettuce, Tomato, Cheese",3.2,5,51,50
Croissant 535,"Prepare layered dough with butter, shape, and bake.",94,India,Dessert,"Flour, Butter, Milk, Yeast",4.3,4,51,83
Taco 384,"Fill tortilla with protein, veggies, and sauce.",147,France,Main Course,"Tortilla, Beef, Cheese, Lettuce, Salsa",4.2,5,32,142
Curry 457,Simmer protein or vegetables in spiced sauce.,111,Mexico,Dessert,"Chicken, Coconut Milk, Spices, Onions",4.4,4,113,135
Paella 729,"Cook rice with saffron, seafood, and vegetables.",30,China,Breakfast,"Rice, Saffron, Seafood, Bell Peppers",3.7,4,41,51
Paella 918,"Cook rice with saffron, seafood, and vegetables.",10,Spain,Breakfast,"Rice, Saffron, Seafood, Bell Peppers",3.6,4,42,84
Baklava 716,Layer phyllo dough with nuts and syrup.,41,USA,Appetizer,"Phyllo Dough, Honey, Nuts, Cinnamon",4.4,4,74,121
Taco 689,"Fill tortilla with protein, veggies, and sauce.",97,Spain,Breakfast,"Tortilla, Beef, Cheese, Lettuce, Salsa",4.4,5,55,88
Baklava 375,Layer phyllo dough with nuts and syrup.,135,Middle East,Soup,"Phyllo Dough, Honey, Nuts, Cinnamon",4.3,4,20,66
Falafel 146,Blend chickpeas and fry into balls.,31,USA,Snack,"Chickpeas, Garlic, Parsley, Spices",3.1,4,59,56
Hamburger 411,"Grill beef patty, add toppings and sandwich in bun.",61,Japan,Appetizer,"Beef Patty, Bun, Lettuce, Tomato, Cheese",3.0,5,29,50
Paella 639,"Cook rice with saffron, seafood, and vegetables.",72,China,Main Course,"Rice, Saffron, Seafood, Bell Peppers",4.5,4,53,84
Paella 936,"Cook rice with saffron, seafood, and vegetables.",120,India,Dessert,"Rice, Saffron, Seafood, Bell Peppers",3.6,4,103,86
Taco 714,"Fill tortilla with protein, veggies, and sauce.",77,Mexico,Soup,"Tortilla, Beef, Cheese, Lettuce, Salsa",3.2,5,33,49
Taco 95,"Fill tortilla with protein, veggies, and sauce.",73,China,Breakfast,"Tortilla, Beef, Cheese, Lettuce, Salsa",4.5,5,42,59
Pasta 92,Cook pasta with sauce and mix ingredients.,40,Middle East,Dessert,"Pasta, Tomato Sauce, Cheese, Olive Oil",3.9,4,101,115
Pasta 3,Cook pasta with sauce and mix ingredients.,90,China,Breakfast,"Pasta, Tomato Sauce, Cheese, Olive Oil",4.5,4,26,99
Hamburger 120,"Grill beef patty, add toppings and sandwich in bun.",126,Thailand,Snack,"Beef Patty, Bun, Lettuce, Tomato, Cheese",3.4,5,57,50
Curry 793,Simmer protein or vegetables in spiced sauce.,10,Thailand,Snack,"Chicken, Coconut Milk, Spices, Onions",3.1,4,33,75
Curry 994,Simmer protein or vegetables in spiced sauce.,75,USA,Main Course,"Chicken, Coconut Milk, Spices, Onions",3.3,4,30,150
Hamburger 125,"Grill beef patty, add toppings and sandwich in bun.",13,Thailand,Main Course,"Beef Patty, Bun, Lettuce, Tomato, Cheese",4.0,5,59,50
Pancake 913,"Mix batter, cook on griddle, and serve with syrup.",57,China,Soup,"Flour, Eggs, Milk, Syrup",4.0,4,22,72
Pancake 925,"Mix batter, cook on griddle, and serve with syrup.",35,USA,Soup,"Flour, Eggs, Milk, Syrup",4.3,4,20,41
Hamburger 113,"Grill beef patty, add toppings and sandwich in bun.",70,India,Dessert,"Beef Patty, Bun, Lettuce, Tomato, Cheese",4.1,5,82,50
Paella 418,"Cook rice with saffron, seafood, and vegetables.",170,Spain,Soup,"Rice, Saffron, Seafood, Bell Peppers",3.4,4,30,40
Pancake 455,"Mix batter, cook on griddle, and serve with syrup.",15,Japan,Appetizer,"Flour, Eggs, Milk, Syrup",4.1,4,68,83
Pancake 931,"Mix batter, cook on griddle, and serve with syrup.",54,Italy,Dessert,"Flour, Eggs, Milk, Syrup",5.0,4,54,197
Pasta 348,Cook pasta with sauce and mix ingredients.,128,Mexico,Breakfast,"Pasta, Tomato Sauce, Cheese, Olive Oil",4.2,4,46,80
Taco 585,"Fill tortilla with protein, veggies, and sauce.",90,China,Dessert,"Tortilla, Beef, Cheese, Lettuce, Salsa",3.9,5,53,145
Pancake 25,"Mix batter, cook on griddle, and serve with syrup.",13,USA,Breakfast,"Flour, Eggs, Milk, Syrup",3.8,4,26,70
Hamburger 25,"Grill beef patty, add toppings and sandwich in bun.",35,Turkey,Soup,"Beef Patty, Bun, Lettuce, Tomato, Cheese",4.4,5,47,50
Taco 260,"Fill tortilla with protein, veggies, and sauce.",159,Japan,Main Course,"Tortilla, Beef, Cheese, Lettuce, Salsa",4.0,5,61,138
Pasta 782,Cook pasta with sauce and mix ingredients.,29,Spain,Dessert,"Pasta, Tomato Sauce, Cheese, Olive Oil",3.6,4,55,192
Pasta 67,Cook pasta with sauce and mix ingredients.,124,Turkey,Soup,"Pasta, Tomato Sauce, Cheese, Olive Oil",3.8,4,32,74
Croissant 718,"Prepare layered dough with butter, shape, and bake.",171,Middle East,Main Course,"Flour, Butter, Milk, Yeast",4.1,4,33,91
Hamburger 576,"Grill beef patty, add toppings and sandwich in bun.",97,Mexico,Breakfast,"Beef Patty, Bun, Lettuce, Tomato, Cheese",3.1,5,47,50
Hamburger 74,"Grill beef patty, add toppings and sandwich in bun.",150,Mexico,Dessert,"Beef Patty, Bun, Lettuce, Tomato, Cheese",4.3,5,67,50
Pancake 711,"Mix batter, cook on griddle, and serve with syrup.",144,Japan,Dessert,"Flour, Eggs, Milk, Syrup",5.0,4,113,82
Paella 655,"Cook rice with saffron, seafood, and vegetables.",102,India,Soup,"Rice, Saffron, Seafood, Bell Peppers",4.1,4,43,55
Hamburger 129,"Grill beef patty, add toppings and sandwich in bun.",12,Spain,Dessert,"Beef Patty, Bun, Lettuce, Tomato, Cheese",3.0,5,120,50
Hamburger 737,"Grill beef patty, add toppings and sandwich in bun.",140,Italy,Appetizer,"Beef Patty, Bun, Lettuce, Tomato, Cheese",3.5,5,39,50
Taco 376,"Fill tortilla with protein, veggies, and sauce.",17,India,Soup,"Tortilla, Beef, Cheese, Lettuce, Salsa",3.3,5,29,58
Pasta 157,Cook pasta with sauce and mix ingredients.,86,Thailand,Snack,"Pasta, Tomato Sauce, Cheese, Olive Oil",4.0,4,68,56
Curry 848,Simmer protein or vegetables in spiced sauce.,82,India,Breakfast,"Chicken, Coconut Milk, Spices, Onions",4.8,4,37,82
Hamburger 730,"Grill beef patty, add toppings and sandwich in bun.",10,Turkey,Appetizer,"Beef Patty, Bun, Lettuce, Tomato, Cheese",3.7,5,70,50
Paella 249,"Cook rice with saffron, seafood, and vegetables.",11,France,Breakfast,"Rice, Saffron, Seafood, Bell Peppers",4.3,4,55,59
Paella 536,"Cook rice with saffron, seafood, and vegetables.",50,Japan,Dessert,"Rice, Saffron, Seafood, Bell Peppers",4.0,4,119,156
Curry 279,Simmer protein or vegetables in spiced sauce.,135,India,Breakfast,"Chicken, Coconut Milk, Spices, Onions",4.9,4,51,90
Paella 291,"Cook rice with saffron, seafood, and vegetables.",168,Italy,Main Course,"Rice, Saffron, Seafood, Bell Peppers",3.2,4,34,82
Hamburger 562,"Grill beef patty, add toppings and sandwich in bun.",53,Thailand,Snack,"Beef Patty, Bun, Lettuce, Tomato, Cheese",3.6,5,45,50
Taco 355,"Fill tortilla with protein, veggies, and sauce.",15,Italy,Soup,"Tortilla, Beef, Cheese, Lettuce, Salsa",3.8,5,35,44
Hamburger 20,"Grill beef patty, add toppings and sandwich in bun.",146,Japan,Snack,"Beef Patty, Bun, Lettuce, Tomato, Cheese",4.1,5,40,50
Pancake 264,"Mix batter, cook on griddle, and serve with syrup.",120,Spain,Dessert,"Flour, Eggs, Milk, Syrup",4.5,4,97,112
Taco 574,"Fill tortilla with protein, veggies, and sauce.",52,Mexico,Dessert,"Tortilla, Beef, Cheese, Lettuce, Salsa",4.1,5,68,89
Curry 441,Simmer protein or vegetables in spiced sauce.,12,Japan,Soup,"Chicken, Coconut Milk, Spices, Onions",3.6,4,42,73
Falafel 850,Blend chickpeas and fry into balls.,113,Turkey,Main Course,"Chickpeas, Garlic, Parsley, Spices",3.2,4,37,112
Paella 355,"Cook rice with saffron, seafood, and vegetables.",54,Mexico,Dessert,"Rice, Saffron, Seafood, Bell Peppers",4.9,4,63,81
Hamburger 616,"Grill beef patty, add toppings and sandwich in bun.",43,Turkey,Appetizer,"Beef Patty, Bun, Lettuce, Tomato, Cheese",3.3,5,77,50
Curry 741,Simmer protein or vegetables in spiced sauce.,78,France,Dessert,"Chicken, Coconut Milk, Spices, Onions",4.6,4,74,163
Curry 955,Simmer protein or vegetables in spiced sauce.,96,Spain,Main Course,"Chicken, Coconut Milk, Spices, Onions",4.5,4,27,100
Pasta 309,Cook pasta with sauce and mix ingredients.,134,USA,Breakfast,"Pasta, Tomato Sauce, Cheese, Olive Oil",4.8,4,27,56
Croissant 392,"Prepare layered dough with butter, shape, and bake.",69,China,Snack,"Flour, Butter, Milk, Yeast",3.5,4,54,95
Pasta 545,Cook pasta with sauce and mix ingredients.,178,Middle East,Snack,"Pasta, Tomato Sauce, Cheese, Olive Oil",4.1,4,31,84
Paella 434,"Cook rice with saffron, seafood, and vegetables.",150,Spain,Main Course,"Rice, Saffron, Seafood, Bell Peppers",4.5,4,41,111
Taco 285,"Fill tortilla with protein, veggies, and sauce.",171,Italy,Dessert,"Tortilla, Beef, Cheese, Lettuce, Salsa",4.3,5,90,154
Baklava 21,Layer phyllo dough with nuts and syrup.,72,Thailand,Soup,"Phyllo Dough, Honey, Nuts, Cinnamon",3.0,4,35,71
Baklava 563,Layer phyllo dough with nuts and syrup.,90,Turkey,Main Course,"Phyllo Dough, Honey, Nuts, Cinnamon",4.4,4,68,75
Baklava 203,Layer phyllo dough with nuts and syrup.,177,Middle East,Appetizer,"Phyllo Dough, Honey, Nuts, Cinnamon",3.4,4,69,138
Curry 653,Simmer protein or vegetables in spiced sauce.,165,USA,Soup,"Chicken, Coconut Milk, Spices, Onions",3.3,4,29,49
Pasta 788,Cook pasta with sauce and mix ingredients.,106,Italy,Soup,"Pasta, Tomato Sauce, Cheese, Olive Oil",3.3,4,32,66
Baklava 518,Layer phyllo dough with nuts and syrup.,171,Mexico,Snack,"Phyllo Dough, Honey, Nuts, Cinnamon",3.3,4,49,68
Croissant 237,"Prepare layered dough with butter, shape, and bake.",48,France,Appetizer,"Flour, Butter, Milk, Yeast",4.5,4,55,124
Pasta 139,Cook pasta with sauce and mix ingredients.,169,Mexico,Breakfast,"Pasta, Tomato Sauce, Cheese, Olive Oil",4.4,4,35,95
Curry 834,Simmer protein or vegetables in spiced sauce.,75,China,Main Course,"Chicken, Coconut Milk, Spices, Onions",3.5,4,74,128
Baklava 427,Layer phyllo dough with nuts and syrup.,17,Mexico,Appetizer,"Phyllo Dough, Honey, Nuts, Cinnamon",3.7,4,67,147
Hamburger 812,"Grill beef patty, add toppings and sandwich in bun.",113,Mexico,Snack,"Beef Patty, Bun, Lettuce, Tomato, Cheese",4.0,5,39,50
Paella 213,"Cook rice with saffron, seafood, and vegetables.",75,Spain,Snack,"Rice, Saffron, Seafood, Bell Peppers",4.4,4,64,97
Paella 908,"Cook rice with saffron, seafood, and vegetables.",38,France,Main Course,"Rice, Saffron, Seafood, Bell Peppers",4.6,4,80,48
Hamburger 405,"Grill beef patty, add toppings and sandwich in bun.",164,Italy,Main Course,"Beef Patty, Bun, Lettuce, Tomato, Cheese",3.5,5,66,50
Baklava 759,Layer phyllo dough with nuts and syrup.,173,Italy,Appetizer,"Phyllo Dough, Honey, Nuts, Cinnamon",4.8,4,71,109
Baklava 569,Layer phyllo dough with nuts and syrup.,134,France,Appetizer,"Phyllo Dough, Honey, Nuts, Cinnamon",4.4,4,47,81
Taco 654,"Fill tortilla with protein, veggies, and sauce.",92,Japan,Appetizer,"Tortilla, Beef, Cheese, Lettuce, Salsa",4.1,5,58,41
Curry 142,Simmer protein or vegetables in spiced sauce.,83,Mexico,Dessert,"Chicken, Coconut Milk, Spices, Onions",4.9,4,111,172
Pasta 175,Cook pasta with sauce and mix ingredients.,73,China,Main Course,"Pasta, Tomato Sauce, Cheese, Olive Oil",4.9,4,60,134
Taco 808,"Fill tortilla with protein, veggies, and sauce.",59,China,Snack,"Tortilla, Beef, Cheese, Lettuce, Salsa",3.3,5,55,52
Falafel 723,Blend chickpeas and fry into balls.,83,China,Main Course,"Chickpeas, Garlic, Parsley, Spices",5.0,4,21,93
Pancake 520,"Mix batter, cook on griddle, and serve with syrup.",36,Middle East,Main Course,"Flour, Eggs, Milk, Syrup",4.3,4,27,59
Taco 722,"Fill tortilla with protein, veggies, and sauce.",29,France,Appetizer,"Tortilla, Beef, Cheese, Lettuce, Salsa",3.8,5,65,42
Pasta 437,Cook pasta with sauce and mix ingredients.,147,Turkey,Main Course,"Pasta, Tomato Sauce, Cheese, Olive Oil",3.2,4,27,71
Pancake 444,"Mix batter, cook on griddle, and serve with syrup.",83,Turkey,Breakfast,"Flour, Eggs, Milk, Syrup",4.8,4,31,83
Hamburger 951,"Grill beef patty, add toppings and sandwich in bun.",118,Mexico,Breakfast,"Beef Patty, Bun, Lettuce, Tomato, Cheese",3.3,5,58,50
Falafel 670,Blend chickpeas and fry into balls.,79,Turkey,Soup,"Chickpeas, Garlic, Parsley, Spices",4.6,4,27,41
Baklava 431,Layer phyllo dough with nuts and syrup.,172,Japan,Snack,"Phyllo Dough, Honey, Nuts, Cinnamon",3.1,4,31,92
Croissant 718,"Prepare layered dough with butter, shape, and bake.",47,Spain,Breakfast,"Flour, Butter, Milk, Yeast",4.8,4,48,98
Pasta 147,Cook pasta with sauce and mix ingredients.,100,Japan,Appetizer,"Pasta, Tomato Sauce, Cheese, Olive Oil",3.9,4,55,52
Taco 119,"Fill tortilla with protein, veggies, and sauce.",59,Turkey,Appetizer,"Tortilla, Beef, Cheese, Lettuce, Salsa",4.8,5,47,128
Paella 374,"Cook rice with saffron, seafood, and vegetables.",83,Turkey,Soup,"Rice, Saffron, Seafood, Bell Peppers",3.3,4,23,78
Curry 417,Simmer protein or vegetables in spiced sauce.,162,India,Snack,"Chicken, Coconut Milk, Spices, Onions",5.0,4,63,89
Falafel 55,Blend chickpeas and fry into balls.,177,Italy,Breakfast,"Chickpeas, Garlic, Parsley, Spices",3.4,4,26,62
Croissant 839,"Prepare layered dough with butter, shape, and bake.",25,Japan,Dessert,"Flour, Butter, Milk, Yeast",4.2,4,117,190
Baklava 284,Layer phyllo dough with nuts and syrup.,23,USA,Soup,"Phyllo Dough, Honey, Nuts, Cinnamon",3.3,4,42,74
Croissant 375,"Prepare layered dough with butter, shape, and bake.",30,Italy,Snack,"Flour, Butter, Milk, Yeast",3.1,4,57,96
Hamburger 373,"Grill beef patty, add toppings and sandwich in bun.",176,Thailand,Snack,"Beef Patty, Bun, Lettuce, Tomato, Cheese",3.6,5,61,50
Falafel 267,Blend chickpeas and fry into balls.,52,Turkey,Dessert,"Chickpeas, Garlic, Parsley, Spices",3.4,4,70,186
Paella 54,"Cook rice with saffron, seafood, and vegetables.",10,USA,Main Course,"Rice, Saffron, Seafood, Bell Peppers",4.2,4,54,92
Pasta 257,Cook pasta with sauce and mix ingredients.,72,Spain,Snack,"Pasta, Tomato Sauce, Cheese, Olive Oil",3.4,4,47,80
Hamburger 124,"Grill beef patty, add toppings and sandwich in bun.",128,Middle East,Appetizer,"Beef Patty, Bun, Lettuce, Tomato, Cheese",4.2,5,73,50
Croissant 107,"Prepare layered dough with butter, shape, and bake.",170,Mexico,Dessert,"Flour, Butter, Milk, Yeast",4.6,4,87,122
Pasta 234,Cook pasta with sauce and mix ingredients.,148,USA,Snack,"Pasta, Tomato Sauce, Cheese, Olive Oil",3.7,4,64,85
Hamburger 551,"Grill beef patty, add toppings and sandwich in bun.",128,Middle East,Soup,"Beef Patty, Bun, Lettuce, Tomato, Cheese",4.6,5,45,50
Curry 994,Simmer protein or vegetables in spiced sauce.,27,Japan,Dessert,"Chicken, Coconut Milk, Spices, Onions",3.2,4,57,151
Paella 334,"Cook rice with saffron, seafood, and vegetables.",61,India,Dessert,"Rice, Saffron, Seafood, Bell Peppers",4.1,4,82,108
Taco 387,"Fill tortilla with protein, veggies, and sauce.",147,Spain,Snack,"Tortilla, Beef, Cheese, Lettuce, Salsa",4.8,5,61,55
Pasta 928,Cook pasta with sauce and mix ingredients.,137,China,Soup,"Pasta, Tomato Sauce, Cheese, Olive Oil",3.8,4,24,73
Pancake 744,"Mix batter, cook on griddle, and serve with syrup.",143,Turkey,Main Course,"Flour, Eggs, Milk, Syrup",4.8,4,59,136
Curry 227,Simmer protein or vegetables in spiced sauce.,48,Spain,Soup,"Chicken, Coconut Milk, Spices, Onions",3.1,4,49,54
Taco 875,"Fill tortilla with protein, veggies, and sauce.",29,Japan,Soup,"Tortilla, Beef, Cheese, Lettuce, Salsa",3.1,5,25,47
Taco 2,"Fill tortilla with protein, veggies, and sauce.",141,Spain,Main Course,"Tortilla, Beef, Cheese, Lettuce, Salsa",4.0,5,22,81
Taco 579,"Fill tortilla with protein, veggies, and sauce.",18,China,Main Course,"Tortilla, Beef, Cheese, Lettuce, Salsa",4.4,5,73,90
Curry 803,Simmer protein or vegetables in spiced sauce.,168,Japan,Snack,"Chicken, Coconut Milk, Spices, Onions",3.5,4,41,82
Paella 876,"Cook rice with saffron, seafood, and vegetables.",41,Japan,Dessert,"Rice, Saffron, Seafood, Bell Peppers",3.3,4,94,136
Pasta 834,Cook pasta with sauce and mix ingredients.,137,Middle East,Snack,"Pasta, Tomato Sauce, Cheese, Olive Oil",3.3,4,67,79
Curry 976,Simmer protein or vegetables in spiced sauce.,173,Italy,Appetizer,"Chicken, Coconut Milk, Spices, Onions",4.1,4,34,91
Taco 580,"Fill tortilla with protein, veggies, and sauce.",41,USA,Soup,"Tortilla, Beef, Cheese, Lettuce, Salsa",3.6,5,32,58
Taco 424,"Fill tortilla with protein, veggies, and sauce.",134,India,Soup,"Tortilla, Beef, Cheese, Lettuce, Salsa",4.8,5,32,48
Taco 985,"Fill tortilla with protein, veggies, and sauce.",91,France,Soup,"Tortilla, Beef, Cheese, Lettuce, Salsa",4.7,5,31,55
Croissant 406,"Prepare layered dough with butter, shape, and bake.",50,Turkey,Soup,"Flour, Butter, Milk, Yeast",3.9,4,48,68
Pancake 910,"Mix batter, cook on griddle, and serve with syrup.",14,Thailand,Soup,"Flour, Eggs, Milk, Syrup",3.5,4,41,56
Pasta 835,Cook pasta with sauce and mix ingredients.,126,China,Snack,"Pasta, Tomato Sauce, Cheese, Olive Oil",3.9,4,50,95
Taco 475,"Fill tortilla with protein, veggies, and sauce.",52,Mexico,Snack,"Tortilla, Beef, Cheese, Lettuce, Salsa",3.9,5,56,57
Pasta 658,Cook pasta with sauce and mix ingredients.,161,Italy,Soup,"Pasta, Tomato Sauce, Cheese, Olive Oil",3.6,4,31,51
Falafel 734,Blend chickpeas and fry into balls.,135,India,Dessert,"Chickpeas, Garlic, Parsley, Spices",4.1,4,79,132
Falafel 217,Blend chickpeas and fry into balls.,46,Mexico,Breakfast,"Chickpeas, Garlic, Parsley, Spices",3.3,4,53,84
Baklava 630,Layer phyllo dough with nuts and syrup.,119,Italy,Snack,"Phyllo Dough, Honey, Nuts, Cinnamon",3.1,4,69,69
Hamburger 107,"Grill beef patty, add toppings and sandwich in bun.",27,Italy,Appetizer,"Beef Patty, Bun, Lettuce, Tomato, Cheese",4.5,5,24,50
Hamburger 605,"Grill beef patty, add toppings and sandwich in bun.",93,India,Snack,"Beef Patty, Bun, Lettuce, Tomato, Cheese",3.9,5,32,50
Taco 741,"Fill tortilla with protein, veggies, and sauce.",137,USA,Main Course,"Tortilla, Beef, Cheese, Lettuce, Salsa",4.9,5,74,57
Pancake 635,"Mix batter, cook on griddle, and serve with syrup.",95,Mexico,Appetizer,"Flour, Eggs, Milk, Syrup",3.5,4,26,66
Pancake 396,"Mix batter, cook on griddle, and serve with syrup.",31,Italy,Dessert,"Flour, Eggs, Milk, Syrup",4.1,4,77,177
Croissant 304,"Prepare layered dough with butter, shape, and bake.",179,India,Snack,"Flour, Butter, Milk, Yeast",4.9,4,59,80
Croissant 821,"Prepare layered dough with butter, shape, and bake.",21,Middle East,Breakfast,"Flour, Butter, Milk, Yeast",4.3,4,27,74
Koshari,"Mix rice, pasta, lentils, and top with tomato sauce and fried onions.",60,Egypt,Main Course,"Rice, Lentils, Pasta, Chickpeas, Tomato Sauce, Onions",4.8,6,57,67
Molokhia,Cook molokhia leaves with broth and garlic.,45,Egypt,Soup,"Molokhia Leaves, Garlic, Broth, Coriander",4.5,4,43,63
Kibbeh,"Mix bulgur and ground meat, form into balls, and fry.",90,Syria,Snack,"Bulgur, Ground Meat, Spices, Onions",4.7,4,63,94
Shish Barak,"Stuff dumplings with meat, cook in yogurt sauce.",120,Syria,Main Course,"Flour, Ground Meat, Yogurt, Garlic, Mint",4.6,5,78,44
Kabsa,Cook rice with spiced meat and vegetables.,150,Saudi Arabia,Main Course,"Rice, Meat, Tomatoes, Spices",4.9,4,66,44
Jareesh,Simmer crushed wheat with meat and spices.,120,Saudi Arabia,Main Course,"Crushed Wheat, Meat, Onions, Spices",4.5,4,35,66
Hummus,"Blend chickpeas with tahini, garlic, and lemon juice.",15,Arab World,Snack,"Chickpeas, Tahini, Garlic, Lemon Juice",4.8,4,69,79
Tabbouleh,"Mix bulgur with parsley, tomatoes, and lemon dressing.",30,Arab World,Salad,"Bulgur, Parsley, Tomatoes, Lemon Juice",4.6,4,23,70
Koshari,"Cook rice, lentils, pasta, and chickpeas, layer them, and top with spiced tomato sauce and fried onions.",45,Egypt,Main Course,"Rice, Lentils, Pasta, Chickpeas, Tomato Sauce, Fried Onions",4.8,6,23,46
Shawarma,"Marinate chicken or beef, grill, and wrap in pita bread with garlic sauce and vegetables.",60,Syria,Snack,"Chicken, Beef, Pita Bread, Garlic Sauce, Pickles, Vegetables",4.5,6,59,92
Kabsa,"Cook rice with spiced chicken or lamb, add raisins and nuts for garnish.",90,Saudi Arabia,Main Course,"Rice, Chicken, Lamb, Spices, Raisins, Nuts",4.7,6,65,85
Ful Medames,"Slow-cook fava beans and serve with olive oil, lemon juice, and spices.",30,Egypt,Breakfast,"Fava Beans, Olive Oil, Lemon Juice, Cumin, Garlic",4.6,5,38,77
Maqluba,"Layer rice, vegetables, and meat, cook, and flip the pot for presentation.",75,Syria,Main Course,"Rice, Eggplant, Potatoes, Meat, Spices",4.9,5,64,80
Sambusa,Fill pastry sheets with spiced meat or vegetables and fry until golden.,40,Saudi Arabia,Appetizer,"Pastry Sheets, Ground Beef, Vegetables, Spices",4.4,4,39,63
Mansaf 126,Placeholder preparation instructions.,88,Jordan,Main Course,"Lamb, Yogurt, Rice, Almonds, Spices",4.9,5,46,122
Kunafa 541,Placeholder preparation instructions.,42,Middle East,Dessert,"Shredded Dough, Cheese, Sugar Syrup, Pistachios",4.8,4,69,187
Biryani 623,Placeholder preparation instructions.,90,India,Main Course,"Rice, Chicken, Spices, Yogurt, Fried Onions",4.8,5,29,53
Molokhia 438,Placeholder preparation instructions.,76,Egypt,Main Course,"Molokhia Leaves, Garlic, Coriander, Chicken, Rice",4.7,5,46,146
Biryani 146,Placeholder preparation instructions.,61,India,Main Course,"Rice, Chicken, Spices, Yogurt, Fried Onions",4.8,5,77,53
Shakshuka 315,Placeholder preparation instructions.,23,Middle East,Breakfast,"Tomatoes, Eggs, Onion, Bell Pepper, Spices",4.5,5,29,52
Kunafa 556,Placeholder preparation instructions.,86,Middle East,Dessert,"Shredded Dough, Cheese, Sugar Syrup, Pistachios",4.8,4,89,195
Baklava 577,Placeholder preparation instructions.,69,Turkey,Dessert,"Phyllo Dough, Nuts, Honey, Butter",4.8,4,95,125
Molokhia 144,Placeholder preparation instructions.,119,Egypt,Main Course,"Molokhia Leaves, Garlic, Coriander, Chicken, Rice",4.7,5,27,83
Biryani 378,Placeholder preparation instructions.,38,India,Main Course,"Rice, Chicken, Spices, Yogurt, Fried Onions",4.8,5,38,65
Tabbouleh 709,Placeholder preparation instructions.,75,Middle East,Salad,"Parsley, Bulgur, Tomato, Onion, Lemon Juice",4.6,5,63,85
